"gene_id"	"gene_short_name"	"CtlHIO_0"	"CtlHIO_1"	"CtlHIO_2"	"EcoliHIO_0"	"EcoliHIO_1"	"EcoliHIO_2"	"HIO_0"	"HIO_1"	"HIO_2"	"HuSI_Duo_A_0"	"HuSI_Duo_A_1"	"HuSI_Dist_A_0"	"HuSI_Dist_A_1"	"HuSI_Dist_A_2"	"HuSI_Dist_A_3"	"HuSI_F_0"	"HuSI_F_1"	"HuSI_F_2"	"HuSI_F_3"	"HuSI_F_4"	"HuSI_F_5"
"DUSP11"	"DUSP11"	15.6801	15.8656	17.3601	15.6422	15.1804	17.8153	13.0041	13.3454	11.8324	13.9083	17.546	13.8084	13.5061	17.424	16.5611	14.0195	12.7377	13.0179	12.6149	14.6453	13.6975
"DUSP12"	"DUSP12"	18.4853	21.6821	21.6973	20.581	21.2597	17.2802	21.0547	21.2071	17.5111	10.8137	11.4128	8.95527	12.3948	12.3836	10.6336	11.3468	11.7257	10.1991	13.0869	10.6622	12.2008
"DUSP13"	"DUSP13"	0.475607	0.198938	0.175638	0.46443	1.23259	0.290345	0.245849	0.314726	11.6725	0	0	0	0	0	0	0.0936941	0	0.0406851	0.0332936	0	0.0436544
"DUSP14"	"DUSP14"	12.7056	12.3559	11.8815	12.1651	9.61482	5.5614	9.24196	9.90277	7.941	3.30568	1.83866	2.46877	3.32038	3.2538	2.8733	2.85004	3.82121	3.72819	4.40684	3.06496	3.83959
"DUSP15"	"DUSP15"	4.50145	3.90345	5.35116	12.6285	13.917	7.20747	7.69214	5.18929	4.03204	1.72674	0.824552	0.443691	1.06847	0.338273	1.35532	7.21013	3.20902	5.25661	3.40791	9.08263	7.73802
"DUSP16"	"DUSP16"	9.80882	9.13348	15.8348	11.3018	23.2109	19.4077	8.04075	7.94026	11.3759	15.3141	21.7031	22.9941	20.048	14.9266	18.8835	29.461	21.0436	22.5082	14.7704	24.1667	25.534
"DUSP18"	"DUSP18"	1.53072	1.4179	1.89603	0.49062	0.627113	0.765366	0.968026	1.27719	1.73004	4.50968	3.29441	3.00652	4.8402	4.20113	4.34667	3.92834	4.02088	3.08607	4.14005	3.79435	3.23584
"DUSP19"	"DUSP19"	1.1483	0.59817	0.796628	0.640302	0.477331	0.336578	0.883866	0.798017	0.924421	1.33628	1.24683	1.81241	1.06839	0.781959	1.13991	1.5195	1.58551	1.83058	1.61848	2.00144	2.07738
"DUSP2"	"DUSP2"	5.83002	2.35928	3.08658	6.10785	9.94698	4.62459	3.48599	3.63909	6.53579	2.12344	1.39751	1.74772	2.99362	3.21353	2.33369	1.02054	0.871958	1.26716	0.408499	0.848671	1.02614
"DUSP21"	"DUSP21"	0.0568795	0	0.0449934	0	0	0.107429	0.110783	0.0401223	0.141485	0	0.241689	0	0	0.397817	0.212415	0	0	0	0.0340747	0	0
"DUSP22"	"DUSP22"	7.69525	8.23047	7.90429	10.7297	9.48065	9.55106	8.41217	8.5268	14.0773	16.3804	17.9117	20.3283	18.7956	15.9984	17.0422	7.01928	8.0174	7.52478	8.07067	7.7274	6.20285
"DUSP23"	"DUSP23"	23.7733	27.7409	30.8179	37.8296	19.8005	29.174	31.6712	30.5539	24.6119	35.5536	32.7656	34.9075	20.0785	33.6789	31.4681	23.9634	13.9215	18.2252	15.4451	23.7206	17.0535
"DUSP26"	"DUSP26"	0.041619	0.153848	0.255308	0.556417	0.326044	0.304793	0.455649	0.360473	0.624427	0.959389	3.53585	3.45024	1.78108	0.917329	1.99761	0.793631	3.49377	1.53801	3.43696	2.44333	2.00406
"DUSP27"	"DUSP27"	0	0.0434381	0.0480565	0.00718165	0.0204571	0	0.0066894	0.0142846	2.51862	0.0831929	0	0.0376258	0.0601162	0.0681263	0.0374836	0.17144	0.29463	0.141153	0.212781	0.0430672	0.0976371
"DUSP28"	"DUSP28"	2.80156	1.64212	1.74859	2.88176	1.18903	2.03329	1.80408	1.92379	2.0947	2.75796	1.41811	2.43081	0.865428	1.76507	0.959811	2.97566	1.39999	1.55731	1.8427	1.55548	2.12045
"DUSP3"	"DUSP3"	20.7112	26.4328	16.6299	18.4264	18.1078	22.4049	30.2164	29.5612	28.5106	24.1626	28.9763	28.9586	24.0308	27.3992	24.9886	30.8972	26.1629	29.9498	22.9517	36.101	28.4744
"DUSP4"	"DUSP4"	19.3633	20.6433	17.1698	15.9319	22.3199	26.7314	16.826	15.6724	7.35278	1.44047	0.863448	0.840574	1.3992	1.17724	1.80112	1.11467	3.48877	1.85072	3.38792	0.919762	1.84549
"DUSP5"	"DUSP5"	49.3267	55.4584	16.7379	121.363	193.255	172.559	43.5553	42.0465	22.3873	12.3745	12.8801	13.9245	12.5513	22.6325	27.8953	23.4995	2.74029	13.6231	1.54251	11.4328	10.9602
"DUSP5P1"	"DUSP5P1"	0.149733	0.122263	0.149047	0.0888071	0.0345477	0.129184	0.128796	0.277422	0.241028	0	0	0	0	0	0	0.0201905	0.0240677	0	0.0102635	0.0181768	0
"DUSP6"	"DUSP6"	98.8008	76.2464	69.4769	111.498	66.3311	91.9842	55.3152	49.7563	76.6279	24.1118	21.0824	22.1257	50.3704	44.1059	54.5711	34.9346	31.3481	64.7106	29.1419	76.6603	30.7159
"DUSP7"	"DUSP7"	7.43756	6.60027	6.3399	8.85551	9.00182	6.68612	5.57398	5.1839	4.44798	4.95417	3.93609	4.24455	3.73293	2.37411	3.98332	5.26661	5.27509	4.92174	5.91075	4.71673	5.05293
"DUSP8"	"DUSP8"	1.44699	1.24707	2.45033	5.11669	11.535	11.8984	2.95316	2.09534	3.87899	4.18763	3.22064	7.50867	3.9877	4.97708	5.2787	7.44193	5.41477	4.53915	4.94725	4.83002	3.52154
"DUSP9"	"DUSP9"	4.87307	2.70158	2.07243	2.34038	3.31279	2.54144	5.15362	3.94756	0.561549	0.23018	0.0724915	0.101877	0	0.120671	0	3.86099	1.0201	0.562089	0.802281	0.198919	1.466
"DUT"	"DUT"	28.0965	25.2221	21.118	19.5488	17.3893	19.4159	23.9453	21.6539	14.7829	15.9355	15.7252	22.5882	25.5175	20.8312	27.9943	23.0085	24.1095	15.4295	21.4041	18.8584	25.7068
"DUX2"	"DUX2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DUX4"	"DUX4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DUX4L"	"DUX4L"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DUX4L2"	"DUX4L2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DUX4L3"	"DUX4L3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129263	0	0	0	0
"DUX4L4"	"DUX4L4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129816	0	0	0	0
"DUX4L5"	"DUX4L5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DUX4L6"	"DUX4L6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DUXA"	"DUXA"	0.206819	0.167676	0.214794	0.139382	0.211964	0.186492	0.25946	0.28731	0.286549	0.0448264	0.199612	0.0441776	0.110122	0.0831949	0.182844	0.382217	0.527082	0.860225	0.748409	0.662721	0.587094
"DVL1"	"DVL1"	34.1015	36.8221	37.9176	64.1894	58.2461	71.6165	54.8776	49.6224	38.5391	26.0894	24.2619	31.108	17.1577	18.4326	15.4769	25.1354	17.4748	15.1551	19.1806	18.6898	16.8432
"DVL2"	"DVL2"	15.9606	14.2292	19.0912	18.5991	20.8559	19.4184	13.4347	12.3061	10.9776	16.6323	10.4435	10.3301	9.60903	11.4475	8.27651	18.9011	13.946	13.2533	13.9006	15.6008	14.0675
"DVL3"	"DVL3"	30.7977	27.0998	26.7417	27.6198	31.8285	32.9577	33.8149	31.7523	33.994	25.8567	20.751	22.799	22.4019	18.5243	20.146	30.0712	24.4893	31.5078	22.831	34.6657	25.9741
"DYDC1"	"DYDC1"	1.29164	1.1888	0.8768	0.620153	0.909781	1.30843	0.903173	2.19902	2.18276	0	0	0	0.216146	0	0	0.632202	0.972625	1.26711	1.53464	1.32221	1.19902
"DYDC2"	"DYDC2"	0.0173721	0.0730006	0.100962	0.0155512	0.0257676	0.024086	0.052877	0.0179831	0	0	0.172843	0	0	0.0869571	0	0.114358	0.21518	0.205893	0.325348	0.203452	0.292726
"DYM"	"DYM"	15.8742	14.7911	15.0475	14.489	22.5622	16.9519	9.70867	10.1344	10.9175	12.574	17.4051	14.3249	15.8923	18.5498	13.4594	18.4352	18.0384	19.2225	18.4577	20.6219	18.9294
"DYNAP"	"DYNAP"	0.103042	0.167323	0.0673139	0.0859231	0.171928	0.100451	0.131808	0.165072	0.229313	0.0841523	0	0	0	0	0.0789202	0.1711	0.708521	0.670833	0.52343	0.57655	0.75179
"DYNC1H1"	"DYNC1H1"	25.9314	30.3314	27.1137	14.1876	15.3219	15.2687	14.5231	14.8456	17.2251	12.3858	16.6184	13.5381	14.0035	15.1914	13.6503	31.7013	42.821	44.7954	43.9764	39.8971	37.0749
"DYNC1I1"	"DYNC1I1"	0.289942	0.741306	0.157255	0.196636	0.100411	0.482757	0.176358	0.23038	0.105963	0.411861	1.01294	0.498428	1.19993	0.46888	1.05218	0.0490104	1.34591	0.367004	1.57414	0.452905	0.357238
"DYNC1I2"	"DYNC1I2"	27.0446	27.3064	27.1977	21.7247	27.4223	29.5525	24.4363	24.9288	28.7295	24.1123	30.4269	24.8077	29.4585	27.1735	29.8988	20.1323	34.3186	28.3793	31.2565	24.5161	28.4302
"DYNC1LI1"	"DYNC1LI1"	10.9289	14.4674	13.218	9.48933	10.2371	9.09218	11.3109	11.561	10.164	12.3452	14.3873	14.493	14.0934	14.2023	14.9374	15.6183	16.2176	22.0761	13.3999	23.4626	18.2046
"DYNC1LI2"	"DYNC1LI2"	33.716	34.8141	32.1013	24.4116	27.7791	34.1755	41.7784	44.9911	47.6711	37.984	44.9727	38.0874	49.1171	43.3873	47.2451	34.4772	47.2955	40.168	42.9522	36.5874	37.3841
"DYNC2H1"	"DYNC2H1"	1.05419	0.973334	0.762653	0.27481	0.404106	0.252744	0.425249	0.485181	0.381793	1.17048	1.46272	0.742993	0.968218	0.895157	0.968231	1.35982	2.36459	2.0189	2.03804	1.50008	2.13581
"DYNC2LI1"	"DYNC2LI1"	20.7343	17.897	22.9854	23.7517	27.2198	28.3502	14.629	13.2321	16.5274	16.3081	16.6517	12.1259	15.6353	14.4783	13.0764	15.3266	15.3686	16.0638	13.0592	12.3061	14.6931
"DYNLL1"	"DYNLL1"	185.329	264.326	259.335	235.459	165.913	200.253	294.188	314.703	266.359	149.92	159.537	152.407	191.111	218.688	197.631	150.67	187.675	168.442	199.28	172.116	197.113
"DYNLL2"	"DYNLL2"	40.0593	42.8387	41.0385	31.291	27.884	36.432	39.8917	40.7886	42.8211	74.7887	84.3776	71.5518	61.6017	80.158	85.9342	67.7051	69.2525	50.7349	66.0545	67.4483	54.8283
"DYNLRB1"	"DYNLRB1"	107.355	129.015	148.666	210.933	192.871	244.589	129.089	134.392	154.092	115.473	127.892	107.467	134.196	139.321	153.407	83.3415	85.1516	71.8979	90.0161	98.1736	73.5369
"DYNLRB2"	"DYNLRB2"	0.537337	0.568266	2.30518	1.41648	1.47193	1.75126	0.417112	0.654058	0.439322	0	0.613561	0	0	0.493338	1.00181	0.409017	0.618022	0.193235	0.079065	0.490088	0.338612
"DYNLT1"	"DYNLT1"	80.5009	94.4825	101.648	117.032	108.871	129.285	96.4579	102.745	128.204	115.36	113.59	94.3014	124.4	146.354	147.598	47.3707	65.1814	46.8259	64.522	55.5754	55.571
"DYNLT3"	"DYNLT3"	21.6187	21.7758	17.2449	24.0362	20.1925	32.3464	28.9714	28.9882	35.8962	10.5339	11.7789	10.7094	12.511	14.3076	14.7962	11.6438	14.6398	10.6872	8.75721	9.83407	11.618
"DYRK1A"	"DYRK1A"	13.321	12.5637	11.9807	12.2832	17.2953	18.0034	15.1397	15.3921	17.5936	15.625	16.9935	17.4419	18.2764	16.5944	16.9901	21.0986	20.1833	21.2132	18.356	19.793	21.2876
"DYRK1B"	"DYRK1B"	16.8953	15.3679	18.3155	24.8153	16.4908	15.2046	15.6981	14.7589	12.0532	12.3903	8.93143	8.46221	6.58609	8.27814	5.65838	17.0065	11.2598	9.92437	14.1332	12.7947	9.75466
"DYRK2"	"DYRK2"	12.781	11.1626	10.2572	6.96807	6.63625	10.9343	8.84937	7.97231	16.2643	16.4759	13.8417	22.226	19.2912	25.9045	21.2904	32.2984	26.9137	33.0165	25.2962	38.151	29.128
"DYRK3"	"DYRK3"	0.677781	0.593298	0.765777	0.626885	1.53677	1.71647	0.568473	0.682555	1.1136	1.5877	1.04688	0.894596	0.886753	1.2058	1.39213	0.687197	1.11216	1.6559	1.10268	1.35406	1.3763
"DYRK4"	"DYRK4"	5.14861	6.10036	6.80505	9.46059	10.2662	8.0794	5.32985	5.13472	4.31115	5.99063	7.64282	6.01775	10.2872	6.83323	7.45561	7.95409	7.3936	7.85018	7.79961	8.30049	8.00165
"DYSF"	"DYSF"	0.233504	0.286908	0.497871	0.215156	0.543741	0.285559	0.142103	0.196234	1.89628	2.70773	2.48323	2.19923	3.6418	2.20367	3.23674	1.81243	2.21587	3.56544	3.67538	3.12708	3.24324
"DYTN"	"DYTN"	0	0	0	0	0	0	0.015027	0	0	0	0	0	0	0	0	0.0026105	0	0	0	0	0
"DYX1C1"	"DYX1C1"	2.66504	2.60543	2.35664	1.86729	1.35438	1.26481	2.98588	2.62669	2.18735	0	0.399468	0	0.129941	0.292676	0.25652	0.765404	1.38621	1.17944	1.51074	1.14985	1.85993
"DYX1C1-CCPG1"	"DYX1C1-CCPG1"	0.18736	0.692595	0.000647086	0	0	0	0	0.00814353	0.892103	0.0887996	0.000654945	0.0885864	0	0.133199	0	0	0.232643	0.154966	0.181084	0	0.000409999
"DZANK1"	"DZANK1"	1.32893	1.36286	1.24716	0.690137	0.938982	0.811112	1.21912	1.52711	1.48287	0.682087	0.522954	0.703274	0.489656	0.990879	0.697125	0.710559	1.55158	1.36388	1.8225	0.963296	1.27818
"DZIP1"	"DZIP1"	3.40064	3.08967	2.70254	2.16068	3.31785	2.40219	4.16671	4.27117	2.81199	0.831853	1.70824	0.935247	1.90404	1.44449	1.59432	1.72314	4.60912	4.53816	4.33373	3.35644	3.88722
"DZIP1L"	"DZIP1L"	9.72299	7.70614	3.57538	6.09058	4.53197	2.01135	6.62993	7.69101	1.94993	2.06143	0.523276	0.51516	1.12259	0.71387	0.784743	0.470833	1.80925	1.14497	1.69416	0.684959	1.2913
"DZIP3"	"DZIP3"	6.82655	5.06449	7.21776	3.45617	4.85095	3.91047	3.18297	3.67425	3.4997	2.20496	3.15478	2.92521	4.73345	3.26733	3.49435	5.04411	7.58729	6.83434	7.94851	5.19579	6.38972
"E2F1"	"E2F1"	8.64617	9.45407	7.9151	5.94106	3.62573	6.48535	11.1109	11.0257	4.39305	2.7909	4.16058	4.23823	3.3821	3.51758	3.91524	3.74575	3.92943	3.68125	4.60732	2.60976	3.76462
"E2F2"	"E2F2"	1.52801	1.90075	2.30574	0.922039	0.431872	0.53585	1.73566	1.51878	1.05697	2.75321	3.50242	3.34433	1.63516	1.53988	2.73246	1.4468	1.97018	1.48869	2.91725	1.21516	1.70414
"E2F3"	"E2F3"	10.4839	9.9846	9.50433	6.0309	6.40622	5.43451	11.5454	11.8242	10.8787	4.91223	4.85853	5.33827	5.25025	3.94555	7.39195	7.66609	4.78936	11.4702	5.64251	9.67329	9.42112
"E2F4"	"E2F4"	29.4088	38.6405	33.5097	38.5392	32.3177	36.4505	38.8021	40.7611	31.7665	37.7532	38.4654	38.5703	39.011	32.6856	39.9833	22.8779	20.438	24.151	22.1327	24.5771	26.1416
"E2F5"	"E2F5"	22.3675	19.107	21.046	20.4967	28.0021	14.2404	13.9416	14.3087	11.9041	4.81729	4.45089	2.89933	3.6227	3.46829	3.694	5.19404	5.68804	7.42429	6.89628	6.40118	7.20025
"E2F6"	"E2F6"	7.89259	7.86434	7.09712	5.69043	7.46099	5.50256	7.95499	8.37456	8.26664	4.83515	4.85695	3.49023	4.3275	3.12808	4.47494	5.20507	4.32758	5.10039	4.34932	4.93804	5.81294
"E2F7"	"E2F7"	5.13526	4.30158	3.24649	1.44646	1.99516	2.59926	4.08697	4.25359	6.43424	0.610736	0.816439	0.582785	0.725829	0.846062	0.906928	1.60833	1.5254	1.24889	1.73698	1.03906	1.50401
"E2F8"	"E2F8"	4.67389	4.89843	3.61124	1.70649	1.21257	1.34713	1.73921	2.01378	2.91681	2.56093	3.82181	2.21198	3.55767	2.17998	3.66771	5.23208	3.41447	10.1637	3.45381	7.13755	5.91142
"E4F1"	"E4F1"	9.21061	10.3472	11.3826	16.4609	18.3234	19.0924	13.4784	12.4829	10.6824	8.66464	6.04962	8.39219	7.52255	8.74587	6.24936	9.00304	8.02641	6.71226	8.08696	6.82172	6.98574
"EAF1"	"EAF1"	10.0094	8.80894	9.78133	6.57867	8.66899	8.58265	8.45814	8.91392	9.49465	9.74403	10.2477	8.87629	9.50449	11.0144	9.81678	8.91532	8.80325	9.31222	8.43579	10.9161	9.13094
"EAF2"	"EAF2"	2.73585	2.51517	3.98586	3.29451	3.64958	5.342	1.6503	1.64304	3.78381	9.24759	8.99331	8.58581	8.7351	6.10252	7.79731	1.89489	2.71691	2.47187	2.30771	3.10308	2.19628
"EAPP"	"EAPP"	18.3332	23.7809	26.4435	23.5489	25.0706	28.2391	19.2	22.9349	24.5694	30.2253	34.5316	32.7973	42.7024	55.7102	40.09	25.8049	28.1478	23.8285	28.2022	26.1976	24.9924
"EARS2"	"EARS2"	10.2826	11.2807	10.5013	8.02486	8.3436	5.34029	7.50586	7.85197	5.90834	4.73976	5.37037	6.02156	5.08606	4.47905	5.52606	9.17194	7.64046	11.3571	7.19692	9.39406	10.8463
"EBAG9"	"EBAG9"	12.1389	15.3202	16.2637	13.8819	11.2958	15.9639	13.0155	14.2621	14.42	17.3762	22.6905	18.4944	18.2164	19.9354	16.4964	11.2067	12.3808	11.398	12.0109	11.706	13.4545
"EBF1"	"EBF1"	0.346737	0.896906	0.332772	0.428315	0.247256	0.69342	0.470753	0.458606	0.260022	1.40303	0.892268	1.35369	1.9941	1.48944	2.37741	0.882738	1.53661	1.70065	1.47896	1.20388	1.23925
"EBF2"	"EBF2"	0.965429	1.65724	0.900294	0.51822	0.22659	0.643307	0.169521	0.216821	0.316857	0.0670503	0.133766	0.10069	0.295501	0.362785	0.368926	0.0860327	0.885139	0.603493	0.992702	0.737691	0.0747744
"EBF3"	"EBF3"	0.373619	1.13995	0.306176	0.262252	0.232742	0.939909	0.328801	0.253526	3.3927	0.0763889	0.408474	0.151985	0.136687	0.0309802	0.443437	0.771679	5.57974	1.81898	5.22368	1.1123	1.46932
"EBF4"	"EBF4"	8.2915	6.19723	5.50757	18.5972	26.3106	13.1907	10.3443	9.20615	4.66828	4.11855	1.85754	3.24062	2.94464	2.95	2.44153	2.99369	6.78282	3.72026	7.33582	2.65777	3.99621
"EBI3"	"EBI3"	4.19823	3.56704	3.91341	9.94589	20.8306	6.94899	1.45897	1.29032	1.58565	7.66284	2.77777	2.58253	4.68731	4.59287	3.56063	3.72858	1.24684	3.35024	1.32095	2.71462	3.01543
"EBLN1"	"EBLN1"	0	0	0	0	0	0	0	0	0.0332927	0	0	0	0	0	0	0	0	0.029418	0.0240737	0	0
"EBLN2"	"EBLN2"	1.63383	1.48355	0.883769	0.199471	0.806164	0.452171	1.04195	0.731796	1.38954	1.31177	1.52945	3.03336	1.9212	2.08619	1.97558	3.02427	3.10618	5.32404	2.87263	4.1689	3.36614
"EBNA1BP2"	"EBNA1BP2"	32.5592	46.6022	41.6675	30.5247	24.2498	21.2394	31.3456	36.3559	24.6476	19.8644	27.3861	19.6578	22.6113	22.5856	28.0339	18.6059	18.2783	21.1974	20.5851	22.5805	23.7443
"EBP"	"EBP"	83.3504	109.305	118.994	166.745	161.256	200.058	206.465	191.724	109.07	142.434	52.8078	55.8056	40.7741	65.432	49.7036	47.7176	29.6215	33.9336	36.1142	40.5793	33.337
"EBPL"	"EBPL"	39.3347	28.7028	34.2124	56.1989	49.4124	30.195	41.7154	38.0737	18.1592	14.2177	21.9769	15.9731	11.2291	14.1153	12.1499	17.3645	17.3016	18.24	20.6326	19.4405	18.0071
"ECD"	"ECD"	11.9756	13.095	13.165	7.9307	12.7093	10.9191	7.99308	9.12025	8.66406	11.6805	11.1108	10.6183	12.2656	11.9903	11.5571	11.9416	12.8812	13.5996	12.0929	13.0479	13.3663
"ECE1"	"ECE1"	30.5799	36.4482	41.7936	36.3224	42.2161	60.7521	36.4097	38.4637	56.3403	28.6436	23.3204	27.8685	37.6344	30.7833	32.8817	30.2037	26.7769	25.0201	28.8888	28.6016	25.4493
"ECE2"	"ECE2"	8.65644	8.43346	9.36916	13.2852	11.8653	6.43145	15.2457	13.4425	6.47105	4.08384	8.07615	3.9482	3.55479	3.87055	3.0796	5.74159	4.48137	4.56176	4.46379	5.72059	6.68514
"ECEL1"	"ECEL1"	0.0391983	0.135772	0.0808809	0.0151759	0.0295115	0.0965577	0.12891	0.0824279	0.690342	0.0907245	0	0.0796244	0.348176	0.147958	0.162358	0.142469	0.582581	0.235728	0.552406	0.613391	0.24409
"ECEL1P2"	"ECEL1P2"	0.0630267	0	0.0562442	0.0576304	0.0718274	0.100719	0.0895341	0.0752325	0.412683	0.184672	0	0	0.107786	0.488493	0.264472	0.0836693	0.0166647	0.130262	0.0639587	0.0566359	0.114132
"ECH1"	"ECH1"	147.096	162.992	237.426	295.248	233.724	221.879	183.267	174.389	145.373	149.607	139.327	169.826	135.818	123.66	98.9247	132.093	86.9019	97.8801	115.942	109.454	100.409
"ECHDC1"	"ECHDC1"	29.7421	36.1222	35.0623	25.677	23.4441	23.562	40.5781	38.9505	37.1277	46.1697	34.6164	36.5792	37.9796	38.9967	32.5714	25.3889	25.5239	27.153	22.1681	25.8302	27.6442
"ECHDC2"	"ECHDC2"	17.8379	23.2247	24.2777	38.1264	29.6491	48.2278	36.2056	37.8239	34.5044	41.4542	39.2847	45.288	28.5732	40.0061	29.8959	44.5214	22.5467	24.6103	23.9537	27.8563	30.129
"ECHDC3"	"ECHDC3"	0.535404	0.248623	0.402006	1.4043	1.56718	0.681999	0.243966	0.320748	0.0887116	2.50786	0.87894	6.75619	4.50808	0.912156	1.39057	3.3349	1.26688	1.76485	1.13934	10.9415	3.43624
"ECHS1"	"ECHS1"	78.9773	91.2335	102.161	102.507	74.8107	67.2974	106.752	106.203	100.595	147.419	175.258	155.136	138.584	139.27	143.085	83.0303	66.7805	75.5967	76.8946	88.853	77.3484
"ECI1"	"ECI1"	32.3503	36.6315	41.3699	75.2363	55.0361	54.4893	41.986	37.5752	41.9953	71.4816	61.03	65.6644	44.3954	51.8548	47.3433	46.9486	31.0562	31.1776	38.0839	38.72	33.7232
"ECI2"	"ECI2"	58.245	51.238	61.6065	65.1929	57.6071	55.877	32.2503	33.7456	47.1056	58.3481	80.701	76.4606	58.9197	68.1709	51.67	31.701	36.8038	27.1471	33.6093	26.9122	31.0402
"ECM1"	"ECM1"	27.0179	21.7216	31.6024	31.172	26.9347	53.658	18.8815	19.6382	26.7251	9.22865	9.53606	8.03812	16.7313	8.04255	15.2733	1.97456	3.75428	3.05761	4.49001	2.85338	3.40188
"ECM2"	"ECM2"	0.355206	0.587501	0.375838	0.359852	0.103749	0.387957	0.898554	0.838261	0.979532	6.09156	4.94009	7.98686	6.62314	11.1524	15.6057	1.82027	1.14985	2.98549	0.911405	3.89978	2.6423
"ECRP"	"ECRP"	0	0	0	0	0	0	0	0	0	0	0	0	0.309183	0.700265	0	0.0494188	0.316569	0	0.462851	0.0512322	0
"ECSCR"	"ECSCR"	0.157661	0.15672	0.231177	0.256773	0.073807	0.413978	0.155314	0.206149	0.0605796	13.7356	6.32613	4.02206	9.37682	10.3616	11.4946	5.60574	5.16209	11.3302	7.65363	7.31953	7.11757
"ECSIT"	"ECSIT"	19.9467	19.7114	22.6036	55.1132	54.9227	47.0566	21.4695	20.9781	15.7497	34.6642	44.0717	41.3682	20.8446	25.7202	23.3963	17.775	15.025	16.4103	17.708	22.1789	15.293
"ECT2"	"ECT2"	22.1538	23.6576	19.5607	9.115	12.1293	11.1662	14.0785	14.6414	8.75819	6.02757	9.16207	4.7845	7.46451	6.17662	7.98819	6.22842	8.28603	6.27629	8.34273	5.28645	7.31742
"ECT2L"	"ECT2L"	0.166158	0.0937863	0.133404	0.107541	0.151436	0.128379	0.142449	0.178442	0.178676	0.139396	0.151035	0.105107	0.250168	0.126001	0.104039	0.156671	0.25505	0.329983	0.511943	0.308861	0.379471
"EDA"	"EDA"	2.1063	2.25203	3.06766	2.84456	3.67192	3.30494	1.68569	1.76347	2.80368	0.517805	0.585638	0.464366	1.02153	0.282956	0.567028	18.0584	9.85914	11.9488	10.1466	10.8795	13.099
"EDA2R"	"EDA2R"	8.02521	6.99026	7.54974	4.59758	8.23843	6.01648	5.99261	6.40823	7.85029	0.343553	0.292062	0.388831	0.608713	0.365172	0.892021	0.744297	0.67822	0.344551	0.455043	0.249706	0.496836
"EDAR"	"EDAR"	0.371925	0.214355	0.221846	0.42133	0.283312	0.283111	0.273541	0.259223	0.0641483	0.974385	1.28657	0.620562	1.06183	1.46349	0.715959	0.85855	0.898695	1.37658	1.02778	1.52713	1.54184
"EDARADD"	"EDARADD"	0.70795	0.959734	0.668729	0.354099	0.978156	0.504298	0.340697	0.383492	0.25043	0.540013	0.367451	0.175155	0.360117	0.357073	0.335746	0.241601	0.304851	0.332329	0.433217	0.483614	0.306121
"EDC3"	"EDC3"	10.5633	11.5691	12.0234	11.848	16.9699	13.0415	9.24621	10.3175	10.1403	8.40897	8.07871	12.9383	10.1938	6.48158	7.04853	11.2442	10.8427	11.6673	11.7053	12.7814	12.3583
"EDC4"	"EDC4"	18.1579	20.9989	20.5148	17.0094	24.243	25.9379	14.8699	15.7288	15.8293	17.9604	17.7914	20.0137	15.9203	19.6254	13.9559	18.0965	16.1987	16.6891	18.368	17.3526	16.2135
"EDDM3A"	"EDDM3A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00868326	0	0.0420701	0	0	0.0368605
"EDDM3B"	"EDDM3B"	0	0	0.044343	0	0	0	0	0	0	0	0	0	0	0	0	0.0152898	0	0.041039	0	0.0297384	0
"EDEM1"	"EDEM1"	17.2566	15.5066	14.1027	9.77492	11.2472	17.224	13.752	13.7484	23.8464	14.5386	14.0638	17.1731	15.7632	14.5405	16.2056	12.8399	7.7721	11.5811	9.20318	9.20673	10.7589
"EDEM2"	"EDEM2"	17.5616	22.3394	20.0562	23.2152	18.559	21.0394	21.2171	22.5473	16.0585	19.547	17.4369	18.1075	14.8634	20.6725	15.8472	10.6072	7.63378	9.27846	9.65768	10.6142	10.3438
"EDEM3"	"EDEM3"	21.3265	20.4935	16.7788	13.4954	14.1693	16.4931	17.18	17.4858	18.1026	18.5677	18.9198	15.5658	18.1704	17.3557	17.7638	18.2832	18.348	16.2303	19.0712	15.1232	18.7705
"EDF1"	"EDF1"	232.352	333.318	364.106	617.135	660.036	676.317	414.792	448.245	479.061	513.452	606.238	606.337	475.735	518.978	531.615	298.151	239.47	277.135	259.636	413.402	271.223
"EDIL3"	"EDIL3"	5.32762	6.4767	5.34907	1.09981	1.51331	1.15025	4.95178	4.96747	0.847413	15.6016	16.7855	20.5688	31.3123	23.7186	29.2526	12.6677	18.5917	17.9936	18.6665	18.0401	18.1231
